,title,critical,predicted
6957,Live: Christmas Day terrorist plot thwarted,0.0,1
6958,Iraqi air force drops four million letters in Mosul providing hope to civilians,0.0,1
6960,Iraqi Aircraft Drop 4 Million Letters to Reassure Mosul Residents in Liberation,0.0,1
6961,Malcolm Turnbull speaks on Melbourne anti-terror raids,0.0,1
6962,"China Confirms Third Human Bird Flu Infection, Stirs Fears of Spread",0.0,1
6963,BREAKING: MAJOR terrorist plot foiled in Australia,0.0,1
6965,Police arrest suspects allegedly planning Christmas bombings in Australia,0.0,1
6966,We finally have an effective Ebola vaccine. The war on the disease is about to change.,0.0,1
6967,Ivanka Trump escorted off JetBlue flight after being accosted by angry passenger,0.0,1
6968,A New Ebola Vaccine Is Shown Highly Protective,0.0,1
6970,German leader Angela Merkel blamed for alleged migrant Berlin Christmas market truck attack by ...,0.0,1
6971,New Ebola Vaccine Gives 100 Percent Protection,0.0,1
6973,OIC issues Syria declaration,0.0,1
6974,Changhua County signs on to US$4.9bn offshore wind energy development plan,0.0,1
6976,"BJP's Rs 3,600 crore plan to woo Marathas",0.0,1
6977,Extra security for Boxing Day Test after terror-related arrests,0.0,1
6981,Nigeria: South Kaduna LGs to Spend Christmas in Curfew - El-Rufai,0.0,1
6988,"Police Thwart Christmas Day Terror Plot In Australia, Arrest Seven People",0.0,1
6990,Ex-Presidential Secretary Denies Role in Corruption,0.0,1
6996,German Police Detain Two Men on Suspicion of Preparing Terrorist Attack - Report,1.0,1
6997,Berlin market attacker suspect Anis Amri 'shot dead in Milan' - reports,1.0,1
6998,"France under 'high' terror threat, security ops already in place: Hollande",1.0,0
7003,Australia thwarts Christmas Day bombing plot,0.0,1
7005,"Christmas terrorist plot foiled in Australia, ISIS-inspired suspects arrested",0.0,1
7007,Italian media: Berlin market suspect killed in Milan,0.0,1
7009,Israeli-Arab lawmaker held on suspicion of smuggling phones to Palestinian prisoners,1.0,0
7010,Australia foils 'major' Christmas terror plot,0.0,1
7011,Security increased for Boxing Day Test after Melbourne terror plot foiled,0.0,1
7014,‘Galaxy Note 7’ WiFi Hotspot Prank Delays Virgin America Flight Bound For Boston,0.0,1
7015,"Australian Police Foil Christmas Terrorist Attack in Melbourne, Arrest Seven",0.0,1
7016,Official: Israel turned to Trump to head off UN resolution,1.0,1
7017,Cricket Australia consulting police over Boxing Day Test security after terror plot foiled,0.0,1
7018,Melbourne terror raids: Foiled attack the latest in terror plots targeting Christmas,0.0,1
7019,Israel asked Trump to intervene to avert U.N. vote on settlements: Israeli official,1.0,0
7020,Melbourne terror raids: Foiled attack the latest terror plot to target Christmas,0.0,1
7022,Opening ceremony of the maritime police building in Gaza,1.0,0
7024,'We were assaulted': Brothers whose home was raided as part of alleged Melbourne terror plot ...,0.0,1
7025,Berlin truck attack suspect shot dead in Italy,1.0,1
7026,Berlin truck attack suspect killed in Milan police shootout,1.0,1
7027,"Nuisance Snow Today - Christmas Rain for the Twin Cities - Winter Storm Watch Up North for Icy, Snowy Mix",1.0,0
7028,"In Tweets, Trump Suggests Major Change On National Security Issues",1.0,1
7029,Police make arrests in Duisburg as search for Berlin attacker continues,1.0,1
7030,Tunisian suspect in Berlin market attack killed by police in Milan,1.0,1
7031,LAX recovering from flight delays amid holiday crush,1.0,0
7032,Rain and holiday season wreak havoc at LA airport,1.0,1
7033,Video of Scene in Milan Where Berlin Attack Suspect Anis Amri Shot Dead,1.0,1
7034,'No doubt' Berlin attack suspect shot dead - Italy minister,1.0,1
7035,"Berlin truck attack: Police arrest 'wrong man', armed perpetrator still at large",1.0,1
7036,Germany arrests two brothers suspected of planning attack on shopping mall,1.0,1
7037,"Parked busses at insurgent-held al-Rashideen, Syria",0.0,1
7038,"China's toxic smog is linked to one-third of deaths in the country, study says",0.0,1
7039,"Afriqiyah Airways Plane Makes Emergency Landing In Malta, 'Potential Hijack' Feared",1.0,0
7040,'2 arrested in Germany over mall attack plot',1.0,1
7041,Islamic State video shows Turkish soldiers 'burned alive',0.0,1
7042,The Berlin Truck-Jihad Attack,1.0,1
7043,Brothers arrested in Germany on suspicion of planning terror attack on mall,0.0,1
7044,2 Brothers Arrested in Germany Are Accused of Planning an Attack,1.0,1
7045,"British truck driver raises £85,504 for family of Polish driver killed in Berlin attack",1.0,1
7046,Berlin attack suspect killed; Bomb plot foiled in Australia (10 Things to Know for Friday),1.0,1
7047,Berlin Truck-Attack Suspect Shot Dead by Italian Police,1.0,1
7048,"Berlin massacre suspect’s fingerprints are found inside truck, as police warn he may be armed",1.0,1
7049,Suspect in Berlin Christmas Market Truck Attack Killed in Police Shootout in Milan: Reports,1.0,1
7050,Syrian forces clear explosives in evacuated east Aleppo,0.0,1
7051,Syrian govt takes full control of Aleppo after 4 years,0.0,1
7052,Known Tunisian jihadist main suspect in Berlin lorry attack,1.0,1
7053,Berlin Violence: Christmas Shoppers Killed And Injured At Christmas Market; Authorities Assumed That It Is A ‘Terrorist Attack’,1.0,1
7056,Berlin attack suspect reportedly killed in shootout in Italy,1.0,1
7057,"Hijack: Outgoing flights delayed until later today, incoming flights diverted to Sicily",1.0,0
7058,The Latest: Malta TV: Hijackers threaten to blow up plane,1.0,0
7061,At Svitlodarsk bulge militants attack Ukrainian positions yet again – Ministry of Defense,0.0,1
7064,ISIS TARGETS American Churches Just As Obama Deletes List Of Muslims Used After 9/11,1.0,1
7065,Deutsche Bank to Settle Toxic Mortgage Case with US for $7.2 Billion,1.0,0
7066,"Remembering Mills Crenshaw, the voice behind a massive Utah anti-tax protest rally",0.0,1
7068,Seen this? Heavy snowfall sweeps Syria as final leg of evacuation finishes,0.0,1
7069,"Syria peace to be discussed in Kazakhstan talks in January, Russia says",0.0,1
7070,The Latest: Berlin attack suspect passed through France,0.0,1
7071,Obama Scraps U.S. Registry For Male Immigrants From Muslim States,1.0,1
7072,Hundreds of struggling people queue in the rain and cold to collect food bags,0.0,1
7074,Opening of new bridge at Gnadenhutten improves flow of traffic on Route 36,1.0,0
7075,Christmas travel advisories issued for state,1.0,1
7076,Two extremists are convicted of sending sniper rifle cash to Syria on the aid convoy which delivered Alan Henning into hands of his ISIS killers,0.0,1
7077,Russia jails woman for trying to enter Syria to join Islamic State lover,0.0,1
7079,"Police Arrest 2 Brothers, Unsure They're Connected to Berlin Attack",0.0,1
7081,Germany Arrests 2 Over Mall Terror Plot,0.0,1
7082,2 detained over suspected Germany mall attack plot,0.0,1
7083,The Latest: Malta TV: Hijackers threaten to blow up plane,1.0,0
7085,"Emergency Message for U.S. Citizens: Valletta (Malta), Hijacked Airplane Lands in Malta",1.0,0
7086,Roads closed after garbage truck fire near New Castle,0.0,1
7087,"Berlin Terror Suspect Killed in Milan, Italy",0.0,1
7090,"Libyan Flight Hijacked, Diverted To Malta; Hijackers Have Surrendered",1.0,0
7092,Islamic State Releases Video Showing Turkish Soldiers Being Burned Alive,0.0,1
7094,"ISIL Burns Two Turkish Soldiers Alive, Releases Gruesome Video",0.0,1
7095,ISIS 'burns Turkish troops alive' after Ankara vows no let-up,0.0,1
7096,Taliban fighters attack police checkpoint in Farah province,0.0,1
7098,Hundreds of thousands attend mass demonstration in Seoul - Update,0.0,1
7103,French-Swiss aid worker reported kidnapped in Gao,0.0,1
7106,Authorities on alert as tropical storm Nina nears Luzon,0.0,1
7107,"Suspected ADF rebels attack Mapiki, North Kivu",0.0,1
7111,Airstrikes hit rebel-held town near Aleppo,0.0,1
7112,Deadly clashes between Turkish-backed rebels and IS fighters reported in Aleppo governorate,0.0,1
7113,Deadly blast reported in Aleppo,0.0,1
7114,IS video shows two Turkish soldiers burned to death in Aleppo,0.0,1
7117,Russia sends battalion of military police to Syria’s ‘liberated’ city of Aleppo,0.0,1
7118,"Turkish air strikes in Syria kill 88 since Thursday, says monitor",0.0,1
7120,Berlin Truck Attacker Shot Dead In Italy,1.0,1
7123,German police arrest two over plot to attack shopping centre,1.0,1
7125,Berlin Terrorist Anis Amri Pledged Allegiance to ISIS in Video,1.0,1
7126,US: 28 al-Qaida militants killed in Yemen since September,1.0,1
7127,"Berlin Terror Attack Suspect Traveled Through France, Took Train to Milan Before Being Shot Dead",1.0,1
7131,Anis Amri: 5 Things To Know About Berlin Xmas Market Terrorist Who Pledged ISIS,1.0,1
7132,Brothers arrested over terror plot to attack German shopping centre,1.0,1
7133,Israeli rabbis launch war on Christmas tree,1.0,1
7134,Turkish police briefly detain pro-Kurdish party lawmaker,0.0,1
7137,Turkish Police Release Deputy Parliament Speaker After Questioning,0.0,1
7138,"New Ebola vaccine 100% effective in human trial conducted in Guinea, says WHO",0.0,1
7139,Turkey detains 31 in operation targeting Islamic State: NTV,0.0,1
7143,88 civilians kill in Turkish air strikes,0.0,1
7144,Radio Free Europe/Radio Liberty: Russian Foreign Ministry reacts on Ukrainian ambassador’s trolling,0.0,1
7145,Two brothers arrested on suspicion of plotting to attack Germany's largest shopping mall,1.0,1
7146,Nigeria denies 'plastic rice' reports,0.0,1
7151,Berlin Truck-Attack Suspect Shot Dead by Italian Police,1.0,1
7152,'Schengen MUST go' Nigel Farage fumes after Berlin terrorist shot dead in Italy,1.0,1
7153,Hold students union elections by 31 Jan: Calcutta University to Colleges,1.0,0
7154,More Confusion Over Plan For Muslims Entering Country,1.0,1
7156,Australian Police Reports Foiling Christmas Day ISIS Attack Plot,0.0,1
7157,"In video, Berlin truck attack suspect pledges allegiance to ISIS",0.0,1
7158,Turkey's war in Syria: Fresh raids leave 16 dead - reports,0.0,1
7160,"Prime suspect in Berlin Christmas market attack shot dead in Milan, according to security officials",1.0,1
7161,"Berlin Christmas market attacker allegedly killed in shootout with Milan police, media report",1.0,1
7162,Berlin Christmas market attacker shot dead,1.0,1
7163,Berlin Christmas market attack: Live updates after truck massacre suspect Anis Amri 'shot dead by police',1.0,1
7164,Armed police raids held over Berlin attack,1.0,1
7166,Berlin market attack suspect shot dead in shootout in Milan: security source,1.0,1
7167,Putin: Liberation of Aleppo Crucial Part of Normalization of Situation in Syria,0.0,1
7168,Berlin truck attacker Anis Amri shot dead by police in Milan,1.0,1
7169,88 dead in Turkish raids on IS-held Syria town: Monitor,0.0,1
7170,Berlin truck attack suspect 'shot dead in Milan',1.0,1
7171,Berlin market attack suspect killed in shootout in Italy: local media,1.0,1
7172,Berlin market attack suspect killed in shootout in Italy: Interior Minister,1.0,1
7173,Berlin truck terrorist Anis Amri 'killed in shootout with Italian police',1.0,1
7174,Berlin Christmas market attack suspect Anis Amri 'shot dead in Milan' - follow the latest,1.0,1
7175,BREAKING: Berlin market suspect reportedly killed by police,1.0,1
7177,Berlin market attack suspect killed in shootout in Milan: Italian minister Marco Minniti,1.0,1
7178,"Berlin Market Attack Suspect Anis Amri Shot Dead in Milan, Italy Confirms",1.0,1
7180,Italy's interior minister: Berlin attack suspect shot dead in Milan,1.0,1
7181,Measles outbreak in Los Angeles linked to 7 people who were unvaccinated,1.0,0
7183,Italy: Berlin Attack Suspect Shot Dead,1.0,1
7185,BREAKING: Suspect In Berlin Market Attack Shot In Milan,1.0,1
7186,"Suspect in Berlin truck attack killed in Milan, report Italian police",0.0,1
7187,"Berlin market attack suspect killed in shootout in Italy, security source says",1.0,1
7188,Berlin truck attack suspect shot dead in Milan: Italian media,1.0,1
7190,"Berlin Christmas market attack suspect shot dead in shootout in Milan, Italy: reports",1.0,1
7191,LA Reports Outbreak of 7 Measles Cases,1.0,1
7192,BREAKING: Man suspected in Berlin Christmas market attack reportedly killed in shootout with police,1.0,1
7193,Italian interior minister says man killed in Milan shootout is “without a shadow of doubt” Berlin market attacker,1.0,1
7195,"Berlin attacker Anis Amri killed in police shootout in Milan, interior minister confirms",1.0,1
7196,Berlin Terror Suspect Shot And Killed In Milan,0.0,1
7197,BREAKING – Christmas market evacuated over terror fears,0.0,1
7198,Berlin truck attack suspect shot dead in Italy&#039;s Milan: Reports,0.0,1
7199,Berlin Attack Suspect Killed in Shootout,0.0,1
7200,Berlin Christmas terror suspect Anis Amri shot dead in Milan after pulling out gun during 3am police traffic stop,0.0,1
7201,Report: Berlin terror suspect killed in shootout,0.0,1
7202,"Berlin Terror Attack Suspect Traveled Through France, Took Train to Milan Before Being Shot Dead",0.0,1
7204,"Berlin Christmas market attack suspect 'shot dead in shootout in Milan, Italy'",0.0,1
7205,Huge fire started in Plymouth flat - full investigation under way,0.0,1
7207,Man shot dead in Milan identified as Berlin attacker,0.0,1
7208,The Latest: Hijack negotiating team on standby in Malta,1.0,1
7209,Aleppo Refugees Shiver in Harsh Weather; Snow Buries Tent City (PHOTOS),0.0,1
7210,Rebel shelling kills 3 in government-held Aleppo,0.0,1
7211,Syrian forces clear explosives in evacuated east Aleppo,0.0,1
7212,"Winter Storm to Bring Heavy Rain, Flash Flooding Potential to SoCal",1.0,1
7213,"Bay Area Storm Causes Flight Delays, Cancellations",1.0,0
7214,"BREAKING NEWS: Aircraft changes course abruptly, lands in Malta; potential hijack - PM",1.0,1
7215,Berlin Attacks: Suspect Killed During 3AM Gunfight With Police In Milan,0.0,1
7216,'Hijacked' Afriqiyah Airways Libyan Plane Lands In Malta,1.0,0
7218,Russia Not to Spend Unaffordable Amounts in Case of Arms Race - Putin,0.0,1
7219,'Dozens of civilians killed' by Turkish airstrikes in Syria,0.0,1
7221,Minister causes stir online after promising to hug policeman shot by Berlin terror suspect,0.0,1
7222,Libyan passenger plane hijacked and diverted to Malta – reports,1.0,0
7224,Malta: Libyan plane presumed to be hijacked has landed,1.0,0
7225,Two hijackers said to be on board Libyan plane that diverted to Malta,1.0,0
7226,Malta flight hijackers leave the plane along with the crew as airport drama ends peacefully,1.0,0
7227,Libyan plane with 118 aboard hijacked to Malta; attackers let 25 women off the plane,1.0,0
7228,Berlin attack: Tunisian suspect Anis Amri shot dead in Italy,0.0,1
7229,Italy says Berlin market attack suspect killed in shootout in Italy,0.0,1
7230,Afriqiyah Airways flight diverted to Malta after 'hijacking',1.0,0
